PEDIDO;Driver ID;Driver Name;Destination Hub;Data;OnHoldReason;status
BR230288665461W;227;Kesley Parres;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR230464083978F;358;Collete Oulett;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Out of the route ;Delivering
BR231854193797G;171;Anthiathia Pardy;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR236240256237B;134;Wenonah Marquiss;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR235343844887C;42;Wilie Paul;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Out of the route ;Delivered
BR2326240198632;112;Allys Ionnisian;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2363735961944;84;Alicia Trussell;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Out of the route ;OnHold
BR233120053825D;228;Randal Dobbison;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;App/Internet failure;Delivering
BR233924830318G;351;Juliana Dellenbrook;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2383848664000;460;Brand Fearns;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR238802273865W;96;Philis Percy;LM Hub_MG_Contagem;2024-04-22 00:00:00;Address cannot be found;Delivered
BR230274378042H;316;Erskine Dybald;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR233880795061G;434;Ryley Yanshin;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;Normal;Delivering
BR239497678311J;147;Lowe Cowherd;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Normal;Delivered
BR2398387797465;415;Forrester Doldon;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR235737447552A;77;Sephira Garretson;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Normal;Delivering
BR2302646762455;438;Cyril Hebbs;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2329503674976;161;Jolynn Boylund;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR231476801787U;429;Toddy Brailsford;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;App/Internet failure;Delivering
BR232508786407U;18;Faye Jamrowicz;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Address cannot be found;OnHold
BR233427301848I;7;Simone Hammett;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR2369912876133;259;Babbette Whyatt;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR239513979516Z;103;Berk Stithe;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;App/Internet failure;Delivered
BR236144682751R;341;Parke Beldan;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Address cannot be found;OnHold
BR238605298164G;383;Derwin Windridge;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;App/Internet failure;OnHold
BR232571865044S;497;Sheeree Letchmore;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;App/Internet failure;Delivered
BR235292248574I;412;Micah Hartnup;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;Delivered
BR2381309587927;275;Normy Blais;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR234773555111P;349;Risa Puve;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2330422960503;81;Kari Sigart;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2387468584396;372;Maurice Gatherer;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Out of the route ;Delivered
BR231705162142K;423;Merralee Keiley;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Address cannot be found;Delivered
BR238095832203Y;418;Simon Czajkowska;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR233738762095U;316;Erskine Dybald;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Normal;Delivered
BR239637343297D;401;Davin Vanne;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2395402142029;283;Munmro Swoffer;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR235416885512J;237;Olivette Oswald;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Normal;OnHold
BR233956312583W;61;Chelsae Frugier;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;Delivered
BR235541145364C;187;Kristi Jones;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Address cannot be found;Delivered
BR239439645365Q;170;Ellsworth Dallaghan;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Address cannot be found;Delivered
BR233386934669F;248;Frankie Stockow;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR238626987281M;381;Chancey Beadnell;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Address cannot be found;Delivering
BR232240338164D;122;Henri Tidey;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2360423195933;83;Em Rendle;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;Delivered
BR239150653929J;138;Bennett Legrand;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;OnHold
BR232186855935B;193;Cullin Titterington;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2314865975522;104;Laurella Skipsey;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR236571738717F;3;Harri Giraudel;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;App/Internet failure;OnHold
BR233077923342S;382;Chance Scurrell;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR230946064917V;490;Dario Cheston;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Out of the route ;Delivered
BR2397997437030;294;Deena Laker;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR236330962753K;483;Sharity Sudell;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Normal;OnHold
BR238969894778C;104;Laurella Skipsey;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR234127596666F;49;Rees Tidey;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Address cannot be found;OnHold
BR239420545814J;407;Emanuel Walsh;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;Out of the route ;Delivering
BR235742815650B;417;Kassi Blackhurst;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Out of the route ;OnHold
BR239410852479F;318;Virginie Gariff;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Normal;Delivering
BR230032058256R;31;Itch Glazer;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR238436023242C;226;Isis MacAnellye;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Out of the route ;Delivering
BR239722595953O;292;Cullie Simkovich;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR235907853467R;171;Anthiathia Pardy;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2340147838927;106;Farlie Pimlett;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR238889952777H;194;Nicola Eger;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Out of the route ;Delivered
BR231176751246W;382;Chance Scurrell;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR234483576003W;275;Normy Blais;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR238304143393C;376;Margalit Milleton;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Out of the route ;OnHold
BR2389079308418;305;Stephine Atty;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Address cannot be found;Delivering
BR235520678257Y;47;Brooke Jaquiss;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR235930462111T;46;Cedric MacNeely;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR233383009895J;185;Meriel Skitterel;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR2375322149996;188;Donni Tabart;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR231448644148A;297;Olympie Guillet;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Normal;OnHold
BR238086792337F;404;Christin Parcall;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Out of the route ;Delivered
BR231678191339E;461;Arabelle Paynes;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR239244578436U;159;Skip Timcke;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2337770954240;385;Alyse Akett;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR231478708167X;166;Jaclyn Venditto;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2361274583812;433;Rufe Bresnahan;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Out of the route ;Delivered
BR2376724950186;498;Antone Bontein;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR230107151581F;364;Marleah Waterman;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Normal;OnHold
BR2303656520720;482;Chrisse Delatour;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR232719548504B;61;Chelsae Frugier;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;OnHold
BR230222074595G;192;Alexandros Faircley;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR237128624321J;94;Ame Humbatch;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Out of the route ;OnHold
BR238630529170W;75;My Charrier;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR2316856390551;121;Mariam Deacon;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Out of the route ;Delivering
BR233521551908B;44;Patricio Morley;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2311998135374;184;Glynis Blundell;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR232149515496F;216;Carmelita Limer;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR230270867357H;454;Elbertine Barford;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;App/Internet failure;Delivering
BR237479895370C;481;Petronella Hellis;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Normal;OnHold
BR2305144391956;272;Al Dederick;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Out of the route ;Delivered
BR233485916752M;314;Chase Kaley;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Out of the route ;Delivered
BR238513190399F;467;Orel Fiddyment;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Normal;Delivered
BR237529303705A;54;Amelie McCoole;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2394020294990;344;Forester Vassall;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Address cannot be found;Delivered
BR239313901535Y;168;Jessalyn Steinhammer;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR233385983078R;269;Mel Bloschke;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Address cannot be found;OnHold
BR236655892721Y;368;Lissie Manis;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR230303153901K;403;Ario Sommerlie;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;App/Internet failure;Delivered
BR236560507243V;138;Bennett Legrand;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Address cannot be found;Delivered
BR234501537640O;383;Derwin Windridge;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Normal;Delivering
BR237580348210B;410;Bili Tungay;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Out of the route ;OnHold
BR233460855517U;293;Merwyn Sothern;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR235368993259K;318;Virginie Gariff;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Out of the route ;OnHold
BR2300986886426;386;Wildon Ramsay;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR235345456955E;356;Tades Hawkswood;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2370764057188;193;Cullin Titterington;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2355416924566;497;Sheeree Letchmore;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR237883210762Q;457;Cicily Dillintone;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;Delivered
BR239127602080T;351;Juliana Dellenbrook;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;App/Internet failure;Delivering
BR238714059565Q;366;Kippie Fehners;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR232971672340T;26;Monica Lowdwell;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Address cannot be found;OnHold
BR232204320606U;10;Belinda Fishbie;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR232203919671W;372;Maurice Gatherer;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2395561962314;87;Rand Schustl;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Address cannot be found;OnHold
BR238174926447G;68;Darryl De Clairmont;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;App/Internet failure;Delivered
BR235659075937Z;35;Moss Bentson;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Out of the route ;Delivering
BR235221498180J;402;Wren Scholl;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Address cannot be found;Delivered
BR238131376735L;480;Doy Nudd;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;App/Internet failure;OnHold
BR239477820922C;314;Chase Kaley;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;App/Internet failure;OnHold
BR238879239306H;109;Gray Hearns;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR236152434346C;173;Moyna Weatherill;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;App/Internet failure;Delivering
BR237402023491G;285;Adriana Erbain;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Normal;Delivering
BR233270194217Q;348;Constanta MacKenney;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Address cannot be found;OnHold
BR236187670395P;400;Mauricio Spavon;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Normal;OnHold
BR235730785809V;193;Cullin Titterington;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR231362629474R;181;Joceline Abbet;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Out of the route ;Delivered
BR234974863414C;312;Kamila Ashling;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2384741496179;477;Karola Curry;LM Hub_MG_Contagem;2024-04-22 00:00:00;App/Internet failure;Delivering
BR234070551444R;407;Emanuel Walsh;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR239316796567I;139;Whittaker Brosch;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR236141744453O;13;Miltie Owens;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2329496646873;456;Agretha Clapp;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR238306907099N;323;Antonia Arnau;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Normal;Delivered
BR231375256077Z;44;Patricio Morley;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2304538056560;291;Bethanne Bool;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR230620592450T;413;Rey Wolseley;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;App/Internet failure;Delivering
BR233520755928H;46;Cedric MacNeely;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2313496837253;44;Patricio Morley;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;App/Internet failure;OnHold
BR236215585775A;265;Tuesday Iacoboni;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR237652381764E;216;Carmelita Limer;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2392685187857;133;Claretta Blodgett;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2388095462102;152;Alistair Eccles;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;App/Internet failure;Delivering
BR237879962653Z;202;Pincas Eckersley;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2337506995765;188;Donni Tabart;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;Delivered
BR238096956806V;415;Forrester Doldon;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2345695622087;289;Andria Timmes;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR230129185717D;273;Carmelina Learman;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR233270174083T;37;Danell Kock;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR230433772997C;331;Howey Hartill;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Normal;OnHold
BR230453249040B;16;Margot Fosdike;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2324346386847;457;Cicily Dillintone;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR234661702659T;15;Hanni Arnowicz;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Out of the route ;Delivered
BR238658963367S;161;Jolynn Boylund;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2358174362889;151;Israel Hasard;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Normal;OnHold
BR2383947309992;163;Hillier Purslow;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Address cannot be found;Delivered
BR231930351703P;117;Fayre Bradder;LM Hub_MG_Contagem;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR2316606746274;365;Alec Davidman;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Normal;OnHold
BR235800698871B;178;Chrissie McCord;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR237067986613Z;92;Cyrill Stiell;LM Hub_MG_Contagem;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR234001418384A;29;Matty Byrch;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2342500417961;485;Sergio Ambrosetti;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2385104618940;288;Rebbecca Brimilcombe;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2373882106854;230;Orbadiah Piggot;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;App/Internet failure;Delivered
BR2354025274185;278;Genevieve Gobat;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;App/Internet failure;OnHold
BR2315485530538;496;Derwin Stampfer;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;OnHold
BR2313259342371;391;Giraldo Tolcharde;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2366397848753;133;Claretta Blodgett;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2365073896200;415;Forrester Doldon;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR238209958496A;320;Rob Spadaro;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;App/Internet failure;Delivering
BR239093954779O;322;Elsi McCrohon;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Address cannot be found;Delivering
BR237152500370O;15;Hanni Arnowicz;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Out of the route ;Delivered
BR235142650331T;59;Debee Niesel;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Normal;Delivered
BR235705560042D;437;Trumann Fairhurst;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR2365466033833;269;Mel Bloschke;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2359988323642;106;Farlie Pimlett;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Normal;Delivered
BR2318180522845;262;Alain Di Ruggiero;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;App/Internet failure;Delivering
BR230583697412O;57;Ambros Crenshaw;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR233917287425O;201;Sanders Krollmann;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2347134624896;310;Aeriell Riggott;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR234277858256C;383;Derwin Windridge;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;App/Internet failure;Delivering
BR237042496285K;301;Ryann Legrice;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Out of the route ;OnHold
BR239573686544C;495;Elenore Maton;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR238336592771R;407;Emanuel Walsh;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR230739113753Z;344;Forester Vassall;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR2305034634203;128;Yank Dewar;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;App/Internet failure;OnHold
BR231482358529D;433;Rufe Bresnahan;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;App/Internet failure;Delivering
BR238105059578L;135;Lew Creevy;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Normal;OnHold
BR231272794510L;429;Toddy Brailsford;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR235966438844Q;206;Idalia Delve;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2350658887831;193;Cullin Titterington;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2392616816814;227;Kesley Parres;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2378367690273;376;Margalit Milleton;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR2362298876669;496;Derwin Stampfer;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Normal;Delivered
BR236459762885W;54;Amelie McCoole;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Normal;OnHold
BR238523686235Y;202;Pincas Eckersley;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;App/Internet failure;OnHold
BR236618337165X;383;Derwin Windridge;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Normal;OnHold
BR2382039202986;129;Isabeau Woolforde;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2308477820739;440;Quentin McCowan;LM Hub_RJ_São João do Meriti_Venda Velha;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR230589915493N;35;Moss Bentson;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR238685046184Q;110;Renaud Sporner;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2319796470185;356;Tades Hawkswood;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Address cannot be found;Delivering
BR231738569966J;389;Araldo Smeeton;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Closed Commerce ;Delivered
